 Rainfall, Temperature, Ph,Crop, Production
406.07731,23,3.1,Bajra,0.33763
406.08659,23,3.1,Bajra,0.33814
406.09091,23,3.1,Bajra,0.33838
406.11009,23,3.1,Bajra,0.33945
406.12,23,3.1,Bajra,0.34
406.12766,23,3.1,Bajra,0.34043
406.12766,23,3.1,Bajra,0.34043
406.13396,23,3.1,Bajra,0.34078
406.14007,23,3.1,Bajra,0.34112
406.14094,23,3.1,Bajra,0.34116
406.14227,23,3.1,Bajra,0.34124
406.14327,23,3.1,Bajra,0.34129
406.14634,23,3.1,Bajra,0.34146
406.14907,23,3.1,Bajra,0.34161
406.15789,23,3.1,Bajra,0.34211
406.16797,23,3.1,Bajra,0.34267
406.17143,23,3.1,Bajra,0.34286
406.17718,23,3.1,Bajra,0.34318
406.18072,23,3.1,Bajra,0.34337
406.1875,23,3.1,Bajra,0.34375
406.20936,23,3.1,Bajra,0.34496
406.21308,23,3.1,Bajra,0.34517
406.218,23,3.1,Bajra,0.34544
406.24,23,3.1,Bajra,0.34667
406.244,23,3.1,Bajra,0.34689
406.26087,23,3.1,Bajra,0.34783
406.26087,23,3.1,Bajra,0.34783
406.26087,23,3.1,Bajra,0.34783
406.26187,23,3.1,Bajra,0.34788
406.27557,23,3.1,Bajra,0.34864
406.28571,23,3.1,Bajra,0.34921
407.6408,23,3.1,Bajra,0.34937
407.6545,23,3.1,Bajra,0.35
407.66705,23,3.1,Bajra,0.35057
407.668,23,3.1,Bajra,0.35062
407.67282,23,3.1,Bajra,0.35084
407.68764,23,3.1,Bajra,0.35152
407.70616,23,3.1,Bajra,0.35236
407.71261,23,3.1,Bajra,0.35266
407.71882,23,3.1,Bajra,0.35294
407.71882,23,3.1,Bajra,0.35294
407.71882,23,3.1,Bajra,0.35294
407.71882,23,3.1,Bajra,0.35294
407.71882,23,3.1,Bajra,0.35294
407.71932,23,3.1,Bajra,0.35296
407.72246,23,3.1,Bajra,0.35311
407.76032,23,3.1,Bajra,0.35484
407.77819,23,3.1,Bajra,0.35566
407.80182,23,3.1,Bajra,0.35674
407.81071,23,3.1,Bajra,0.35714
407.81071,23,3.1,Bajra,0.35714
407.81071,23,3.1,Bajra,0.35714
407.81071,23,3.1,Bajra,0.35714
407.82196,23,3.1,Bajra,0.35766
407.85771,23,3.1,Bajra,0.35929
407.85953,23,3.1,Bajra,0.35938
407.86883,23,3.1,Bajra,0.3598
407.8975,23,3.1,Bajra,0.36111
407.91823,23,3.1,Bajra,0.36206
407.92977,23,3.1,Bajra,0.36259
407.95273,23,3.1,Bajra,0.36364
407.95273,23,3.1,Bajra,0.36364
407.95273,23,3.1,Bajra,0.36364
407.95273,23,3.1,Bajra,0.36364
407.97717,23,3.1,Bajra,0.36475
407.97959,23,3.1,Bajra,0.36486
407.98429,23,3.1,Bajra,0.36508
407.99096,23,3.1,Bajra,0.36538
408.047,23,3.1,Bajra,0.36795
408.05737,23,3.1,Bajra,0.36842
408.05737,23,3.1,Bajra,0.36842
408.0668,23,3.1,Bajra,0.36885
408.08639,23,3.1,Bajra,0.36975
408.10546,23,3.1,Bajra,0.37062
408.12793,23,3.1,Bajra,0.37165
408.13115,23,3.1,Bajra,0.37179
408.15492,23,3.1,Bajra,0.37288
408.1906,23,3.1,Bajra,0.37451
408.20125,23,3.1,Bajra,0.375
408.20125,23,3.1,Bajra,0.375
408.20125,23,3.1,Bajra,0.375
408.20125,23,3.1,Bajra,0.375
408.20125,23,3.1,Bajra,0.375
408.20125,23,3.1,Bajra,0.375
408.23341,23,3.1,Bajra,0.37647
408.23675,23,3.1,Bajra,0.37662
408.25728,23,3.1,Bajra,0.37756
408.27749,23,3.1,Bajra,0.37849
408.28881,23,3.1,Bajra,0.379
408.29552,23,3.1,Bajra,0.37931
408.29981,23,3.1,Bajra,0.37951
408.31221,23,3.1,Bajra,0.38007
408.3136,23,3.1,Bajra,0.38014
408.31966,23,3.1,Bajra,0.38041
408.33143,23,3.1,Bajra,0.38095
408.33225,23,3.1,Bajra,0.38099
408.34216,23,3.1,Bajra,0.38144
408.34347,23,3.1,Bajra,0.3815
408.34513,23,3.1,Bajra,0.38158
408.34652,23,3.1,Bajra,0.38164
408.36008,23,3.1,Bajra,0.38226
408.41154,23,3.1,Bajra,0.38462
408.44423,23,3.1,Bajra,0.38611
408.46581,23,3.1,Bajra,0.3871
408.46581,23,3.1,Bajra,0.3871
408.4802,23,3.1,Bajra,0.38776
408.49672,23,3.1,Bajra,0.38851
408.505,23,3.1,Bajra,0.38889
408.51607,23,3.1,Bajra,0.38939
408.54533,23,3.1,Bajra,0.39073
408.55783,23,3.1,Bajra,0.3913
408.57463,23,3.1,Bajra,0.39207
408.5819,23,3.1,Bajra,0.39241
408.58637,23,3.1,Bajra,0.39261
408.59179,23,3.1,Bajra,0.39286
408.5952,23,3.1,Bajra,0.39301
408.59937,23,3.1,Bajra,0.3932
408.61545,23,3.1,Bajra,0.39394
408.61545,23,3.1,Bajra,0.39394
408.61545,23,3.1,Bajra,0.39394
408.63233,23,3.1,Bajra,0.39471
408.63294,23,3.1,Bajra,0.39474
408.64735,23,3.1,Bajra,0.3954
408.67036,23,3.1,Bajra,0.39645
408.67737,23,3.1,Bajra,0.39677
408.68672,23,3.1,Bajra,0.3972
408.69192,23,3.1,Bajra,0.39744
408.6953,23,3.1,Bajra,0.39759
408.69606,23,3.1,Bajra,0.39762
408.69889,23,3.1,Bajra,0.39775
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.748,23,3.1,Bajra,0.4
408.7583,23,3.1,Bajra,0.40047
408.78741,23,3.1,Bajra,0.4018
408.78776,23,3.1,Bajra,0.40182
408.80875,23,3.1,Bajra,0.40278
408.81715,23,3.1,Bajra,0.40316
408.82705,23,3.1,Bajra,0.40361
408.83149,23,3.1,Bajra,0.40382
408.85214,23,3.1,Bajra,0.40476
408.85468,23,3.1,Bajra,0.40488
408.85645,23,3.1,Bajra,0.40496
408.87478,23,3.1,Bajra,0.4058
408.87689,23,3.1,Bajra,0.40589
408.89037,23,3.1,Bajra,0.40651
408.89627,23,3.1,Bajra,0.40678
408.90369,23,3.1,Bajra,0.40712
408.90369,23,3.1,Bajra,0.40712
408.90472,23,3.1,Bajra,0.40717
408.90613,23,3.1,Bajra,0.40723
408.91835,23,3.1,Bajra,0.40779
408.91956,23,3.1,Bajra,0.40784
408.92653,23,3.1,Bajra,0.40816
408.93318,23,3.1,Bajra,0.40847
408.9347,23,3.1,Bajra,0.40854
408.94487,23,3.1,Bajra,0.409
408.94682,23,3.1,Bajra,0.40909
408.9667,23,3.1,Bajra,0.41
408.98767,23,3.1,Bajra,0.41096
408.99028,23,3.1,Bajra,0.41108
409.00529,23,3.1,Bajra,0.41176
409.00529,23,3.1,Bajra,0.41176
409.00529,23,3.1,Bajra,0.41176
409.00529,23,3.1,Bajra,0.41176
409.03222,23,3.1,Bajra,0.413
409.04966,23,3.1,Bajra,0.41379
409.06257,23,3.1,Bajra,0.41438
409.06805,23,3.1,Bajra,0.41463
409.06805,23,3.1,Bajra,0.41463
409.07811,23,3.1,Bajra,0.41509
409.08366,23,3.1,Bajra,0.41535
409.1125,23,3.1,Bajra,0.41667
409.1125,23,3.1,Bajra,0.41667
409.1125,23,3.1,Bajra,0.41667
409.11832,23,3.1,Bajra,0.41693
409.13273,23,3.1,Bajra,0.41759
409.14054,23,3.1,Bajra,0.41795
409.14882,23,3.1,Bajra,0.41833
409.16021,23,3.1,Bajra,0.41885
409.19261,23,3.1,Bajra,0.42033
409.20842,23,3.1,Bajra,0.42105
409.225,23,3.1,Bajra,0.42181
409.234,23,3.1,Bajra,0.42222
409.234,23,3.1,Bajra,0.42222
409.24851,23,3.1,Bajra,0.42289
409.25269,23,3.1,Bajra,0.42308
409.2566,23,3.1,Bajra,0.42326
409.26308,23,3.1,Bajra,0.42355
409.27098,23,3.1,Bajra,0.42391
409.27717,23,3.1,Bajra,0.4242
409.29527,23,3.1,Bajra,0.42502
409.30638,23,3.1,Bajra,0.42553
409.33775,23,3.1,Bajra,0.42697
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.37286,23,3.1,Bajra,0.42857
409.40026,23,3.1,Bajra,0.42982
409.40153,23,3.1,Bajra,0.42988
409.40529,23,3.1,Bajra,0.43005
409.4101,23,3.1,Bajra,0.43027
409.41138,23,3.1,Bajra,0.43033
409.41147,23,3.1,Bajra,0.43034
409.41209,23,3.1,Bajra,0.43037
409.41216,23,3.1,Bajra,0.43037
409.42658,23,3.1,Bajra,0.43103
409.42672,23,3.1,Bajra,0.43103
409.44386,23,3.1,Bajra,0.43182
409.44386,23,3.1,Bajra,0.43182
409.44386,23,3.1,Bajra,0.43182
409.44386,23,3.1,Bajra,0.43182
409.44956,23,3.1,Bajra,0.43208
409.46062,23,3.1,Bajra,0.43258
409.46164,23,3.1,Bajra,0.43263
409.46273,23,3.1,Bajra,0.43268
409.47965,23,3.1,Bajra,0.43345
409.48716,23,3.1,Bajra,0.4338
409.49094,23,3.1,Bajra,0.43397
409.49535,23,3.1,Bajra,0.43417
409.49649,23,3.1,Bajra,0.43422
409.49694,23,3.1,Bajra,0.43425
409.49909,23,3.1,Bajra,0.43434
409.5087,23,3.1,Bajra,0.43478
409.51665,23,3.1,Bajra,0.43515
409.51705,23,3.1,Bajra,0.43516
409.52752,23,3.1,Bajra,0.43564
409.54496,23,3.1,Bajra,0.43644
409.55664,23,3.1,Bajra,0.43697
409.55888,23,3.1,Bajra,0.43708
409.56293,23,3.1,Bajra,0.43726
409.56373,23,3.1,Bajra,0.4373
409.56813,23,3.1,Bajra,0.4375
409.58114,23,3.1,Bajra,0.4381
409.60146,23,3.1,Bajra,0.43902
409.60146,23,3.1,Bajra,0.43902
409.6228,23,3.1,Bajra,0.44
409.62785,23,3.1,Bajra,0.44023
409.63806,23,3.1,Bajra,0.4407
409.64677,23,3.1,Bajra,0.4411
409.64853,23,3.1,Bajra,0.44118
409.64853,23,3.1,Bajra,0.44118
409.65336,23,3.1,Bajra,0.4414
409.65525,23,3.1,Bajra,0.44148
409.65688,23,3.1,Bajra,0.44156
409.65925,23,3.1,Bajra,0.44167
409.65943,23,3.1,Bajra,0.44167
409.6623,23,3.1,Bajra,0.44181
409.66349,23,3.1,Bajra,0.44186
409.66562,23,3.1,Bajra,0.44196
409.66884,23,3.1,Bajra,0.44211
409.67029,23,3.1,Bajra,0.44217
409.67315,23,3.1,Bajra,0.4423
409.68974,23,3.1,Bajra,0.44306
409.70391,23,3.1,Bajra,0.44371
409.71272,23,3.1,Bajra,0.44411
409.72,23,3.1,Bajra,0.44444
409.72,23,3.1,Bajra,0.44444
409.72,23,3.1,Bajra,0.44444
409.72,23,3.1,Bajra,0.44444
409.72,23,3.1,Bajra,0.44444
409.72,23,3.1,Bajra,0.44444
409.72,23,3.1,Bajra,0.44444
409.72,23,3.1,Bajra,0.44444
409.72497,23,3.1,Bajra,0.44467
409.73259,23,3.1,Bajra,0.44502
409.74928,23,3.1,Bajra,0.44578
409.78772,23,3.1,Bajra,0.44754
409.79594,23,3.1,Bajra,0.44792
409.80379,23,3.1,Bajra,0.44828
409.80379,23,3.1,Bajra,0.44828
409.80921,23,3.1,Bajra,0.44852
409.8415,23,3.1,Bajra,0.45
409.8415,23,3.1,Bajra,0.45
409.8415,23,3.1,Bajra,0.45
409.84789,23,3.1,Bajra,0.45029
409.855,23,3.1,Bajra,0.45062
409.85515,23,3.1,Bajra,0.45062
409.87053,23,3.1,Bajra,0.45133
409.89357,23,3.1,Bajra,0.45238
409.89357,23,3.1,Bajra,0.45238
409.90061,23,3.1,Bajra,0.4527
409.94091,23,3.1,Bajra,0.45455
409.94091,23,3.1,Bajra,0.45455
409.94091,23,3.1,Bajra,0.45455
409.94091,23,3.1,Bajra,0.45455
409.9544,23,3.1,Bajra,0.45516
409.99048,23,3.1,Bajra,0.45681
409.99771,23,3.1,Bajra,0.45714
409.99888,23,3.1,Bajra,0.4572
409.99927,23,3.1,Bajra,0.45721
410.00831,23,3.1,Bajra,0.45763
410.0116,23,3.1,Bajra,0.45778
410.02375,23,3.1,Bajra,0.45833
410.02375,23,3.1,Bajra,0.45833
410.02375,23,3.1,Bajra,0.45833
410.02638,23,3.1,Bajra,0.45845
410.02805,23,3.1,Bajra,0.45853
410.0532,23,3.1,Bajra,0.45968
410.0544,23,3.1,Bajra,0.45973
410.05611,23,3.1,Bajra,0.45981
410.0602,23,3.1,Bajra,0.46
410.0602,24,3.1,Bajra,0.46
410.06288,24,3.1,Bajra,0.46012
410.09385,24,3.1,Bajra,0.46154
410.09385,24,3.1,Bajra,0.46154
410.09385,24,3.1,Bajra,0.46154
410.10111,24,3.1,Bajra,0.46187
410.11696,24,3.1,Bajra,0.4626
410.11743,24,3.1,Bajra,0.46262
410.14525,24,3.1,Bajra,0.46389
410.15002,24,3.1,Bajra,0.46411
410.17664,24,3.1,Bajra,0.46532
410.18226,24,3.1,Bajra,0.46558
410.18603,24,3.1,Bajra,0.46575
410.20368,24,3.1,Bajra,0.46656
410.206,24,3.1,Bajra,0.46667
410.21294,24,3.1,Bajra,0.46698
410.2151,24,3.1,Bajra,0.46708
410.21529,24,3.1,Bajra,0.46709
410.22252,24,3.1,Bajra,0.46742
410.22952,24,3.1,Bajra,0.46774
410.23275,24,3.1,Bajra,0.46789
410.23702,24,3.1,Bajra,0.46809
410.24604,24,3.1,Bajra,0.4685
410.2548,24,3.1,Bajra,0.4689
410.25673,24,3.1,Bajra,0.46899
410.2587,24,3.1,Bajra,0.46908
410.26551,24,3.1,Bajra,0.46939
410.28297,24,3.1,Bajra,0.47019
410.28582,24,3.1,Bajra,0.47032
410.29176,24,3.1,Bajra,0.47059
410.29176,24,3.1,Bajra,0.47059
410.29176,24,3.1,Bajra,0.47059
410.29924,24,3.1,Bajra,0.47093
410.33405,24,3.1,Bajra,0.47252
410.33582,24,3.1,Bajra,0.4726
410.33855,24,3.1,Bajra,0.47273
410.33855,24,3.1,Bajra,0.47273
410.34071,24,3.1,Bajra,0.47283
410.34371,24,3.1,Bajra,0.47296
410.3471,24,3.1,Bajra,0.47312
410.35947,24,3.1,Bajra,0.47368
410.35947,24,3.1,Bajra,0.47368
410.36433,24,3.1,Bajra,0.47391
410.36547,24,3.1,Bajra,0.47396
410.36791,24,3.1,Bajra,0.47407
410.37709,24,3.3,Bajra,0.47449
410.37791,24,3.3,Bajra,0.47453
410.38113,24,3.3,Bajra,0.47467
410.38273,24,3.3,Bajra,0.47475
410.38825,24,3.3,Bajra,0.475
410.40918,24,3.3,Bajra,0.47596
410.41429,24,3.3,Bajra,0.47619
410.41456,24,3.3,Bajra,0.4762
410.4185,24,3.3,Bajra,0.47638
410.43031,24,3.3,Bajra,0.47692
410.43795,24,3.3,Bajra,0.47727
410.44793,24,3.3,Bajra,0.47773
410.45488,24,3.3,Bajra,0.47805
410.46405,24,3.3,Bajra,0.47847
410.46769,24,3.3,Bajra,0.47863
410.47842,24,3.3,Bajra,0.47912
410.48577,24,3.3,Bajra,0.47946
410.49765,24,3.3,Bajra,0.48
410.49771,24,3.3,Bajra,0.48
410.51843,24,3.3,Bajra,0.48095
410.53,24,3.3,Bajra,0.48148
410.53,24,3.3,Bajra,0.48148
410.53027,24,3.3,Bajra,0.48149
410.54446,24,3.3,Bajra,0.48214
410.55793,24,3.3,Bajra,0.48276
410.55793,24,3.3,Bajra,0.48276
410.57561,24,3.3,Bajra,0.48357
410.57971,24,3.3,Bajra,0.48375
410.57999,24,3.3,Bajra,0.48377
410.58563,24,3.3,Bajra,0.48403
410.59617,24,3.3,Bajra,0.48451
410.59921,24,3.3,Bajra,0.48465
410.60613,24,3.3,Bajra,0.48496
410.61819,24,3.3,Bajra,0.48551
410.62212,24,3.3,Bajra,0.48569
410.63946,24,3.3,Bajra,0.48649
410.63946,24,3.3,Bajra,0.48649
410.66163,24,3.3,Bajra,0.4875
410.67679,24,3.3,Bajra,0.48819
410.6807,24,3.3,Bajra,0.48837
410.68648,24,3.3,Bajra,0.48864
410.70559,24,3.3,Bajra,0.48951
410.72059,24,3.3,Bajra,0.4902
410.73797,24,3.3,Bajra,0.49099
410.74224,24,3.3,Bajra,0.49119
410.746,24,3.3,Bajra,0.49136
410.74721,24,3.3,Bajra,0.49141
410.74853,24,3.3,Bajra,0.49147
410.76261,24,3.3,Bajra,0.49212
410.7954,24,3.3,Bajra,0.49362
410.82408,24,3.3,Bajra,0.49493
410.82883,24,3.3,Bajra,0.49515
410.83344,24,3.3,Bajra,0.49536
410.88368,24,3.3,Bajra,0.49765
410.89229,24,3.3,Bajra,0.49805
410.91077,24,3.3,Bajra,0.49889
410.91606,24,3.3,Bajra,0.49913
410.92264,24,3.3,Bajra,0.49943
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
410.935,24,3.3,Bajra,0.5
